Course System No.,Section,Selected Student No.,The No. of applicants,Limited class size
36.204,A,20190451,255,120
36.204,A,20190501,255,120
36.204,A,20190514,255,120
36.204,A,20190541,255,120
36.204,A,20190731,255,120
36.204,A,20190762,255,120
36.204,A,20190790,255,120
36.204,A,20190846,255,120
36.204,A,20200025,255,120
36.204,A,20200040,255,120
36.204,A,20200042,255,120
36.204,A,20200045,255,120
36.204,A,20200080,255,120
36.204,A,20200081,255,120
36.204,A,20200092,255,120
36.204,A,20200102,255,120
36.204,A,20200126,255,120
36.204,A,20200135,255,120
36.204,A,20200140,255,120
36.204,A,20200178,255,120
36.204,A,20200187,255,120
36.204,A,20200194,255,120
36.204,A,20200221,255,120
36.204,A,20200227,255,120
36.204,A,20200231,255,120
36.204,A,20200266,255,120
36.204,A,20200267,255,120
36.204,A,20200283,255,120
36.204,A,20200289,255,120
36.204,A,20200292,255,120
36.204,A,20200295,255,120
36.204,A,20200298,255,120
36.204,A,20200304,255,120
36.204,A,20200310,255,120
36.204,A,20200311,255,120
36.204,A,20200326,255,120
36.204,A,20200365,255,120
36.204,A,20200393,255,120
36.204,A,20200411,255,120
36.204,A,20200418,255,120
36.204,A,20200426,255,120
36.204,A,20200439,255,120
36.204,A,20200465,255,120
36.204,A,20200513,255,120
36.204,A,20200533,255,120
36.204,A,20200547,255,120
36.204,A,20200555,255,120
36.204,A,20200567,255,120
36.204,A,20200580,255,120
36.204,A,20200602,255,120
36.204,A,20200604,255,120
36.204,A,20200630,255,120
36.204,A,20200669,255,120
36.204,A,20200720,255,120
36.204,A,20200767,255,120
36.204,A,20200808,255,120
36.204,A,20200809,255,120
36.204,A,20200828,255,120
36.204,A,20200837,255,120
36.204,A,20200840,255,120
36.204,A,20200845,255,120
36.204,A,20200849,255,120
36.204,A,20200859,255,120
36.204,A,20200865,255,120
36.204,A,20200875,255,120
36.204,A,20200885,255,120
36.204,A,20200886,255,120
36.204,A,20210005,255,120
36.204,A,20210015,255,120
36.204,A,20210034,255,120
36.204,A,20210037,255,120
36.204,A,20210041,255,120
36.204,A,20210044,255,120
36.204,A,20210070,255,120
36.204,A,20210079,255,120
36.204,A,20210108,255,120
36.204,A,20210112,255,120
36.204,A,20210128,255,120
36.204,A,20210143,255,120
36.204,A,20210144,255,120
36.204,A,20210145,255,120
36.204,A,20210163,255,120
36.204,A,20210168,255,120
36.204,A,20210225,255,120
36.204,A,20210240,255,120
36.204,A,20210246,255,120
36.204,A,20210257,255,120
36.204,A,20210261,255,120
36.204,A,20210309,255,120
36.204,A,20210366,255,120
36.204,A,20210370,255,120
36.204,A,20210390,255,120
36.204,A,20210400,255,120
36.204,A,20210408,255,120
36.204,A,20210411,255,120
36.204,A,20210438,255,120
36.204,A,20210439,255,120
36.204,A,20210482,255,120
36.204,A,20210497,255,120
36.204,A,20210547,255,120
36.204,A,20210616,255,120
36.204,A,20210638,255,120
36.23,A,20140287,241,160
36.23,A,20140441,241,160
36.23,A,20150304,241,160
36.23,A,20150605,241,160
36.23,A,20160536,241,160
36.23,A,20160775,241,160
36.23,A,20170109,241,160
36.23,A,20170117,241,160
36.23,A,20170134,241,160
36.23,A,20170307,241,160
36.23,A,20170595,241,160
36.23,A,20170621,241,160
36.23,A,20170640,241,160
36.23,A,20170717,241,160
36.23,A,20170786,241,160
36.23,A,20170867,241,160
36.23,A,20180041,241,160
36.23,A,20180046,241,160
36.23,A,20180055,241,160
36.23,A,20180102,241,160
36.23,A,20180140,241,160
36.23,A,20180203,241,160
36.23,A,20180204,241,160
36.23,A,20180670,241,160
36.23,A,20180769,241,160
36.23,A,20180787,241,160
36.23,A,20180798,241,160
36.23,A,20180945,241,160
36.23,A,20190051,241,160
36.23,A,20190078,241,160
36.23,A,20190110,241,160
36.23,A,20190114,241,160
36.23,A,20190144,241,160
36.23,A,20190156,241,160
36.23,A,20190170,241,160
36.23,A,20190190,241,160
36.23,A,20190321,241,160
36.23,A,20190392,241,160
36.23,A,20190397,241,160
36.23,A,20190411,241,160
36.23,A,20190442,241,160
36.23,A,20190449,241,160
36.23,A,20190451,241,160
36.23,A,20190501,241,160
36.23,A,20190584,241,160
36.23,A,20190656,241,160
36.23,A,20190720,241,160
36.23,A,20190743,241,160
36.23,A,20190758,241,160
36.23,A,20190761,241,160
36.23,A,20190778,241,160
36.23,A,20190779,241,160
36.23,A,20190801,241,160
36.23,A,20190813,241,160
36.23,A,20190826,241,160
36.23,A,20190834,241,160
36.23,A,20190847,241,160
36.23,A,20190865,241,160
36.23,A,20190874,241,160
36.23,A,20190884,241,160
36.23,A,20190885,241,160
36.23,A,20200010,241,160
36.23,A,20200017,241,160
36.23,A,20200025,241,160
36.23,A,20200037,241,160
36.23,A,20200054,241,160
36.23,A,20200062,241,160
36.23,A,20200081,241,160
36.23,A,20200089,241,160
36.23,A,20200105,241,160
36.23,A,20200107,241,160
36.23,A,20200155,241,160
36.23,A,20200158,241,160
36.23,A,20200170,241,160
36.23,A,20200178,241,160
36.23,A,20200179,241,160
36.23,A,20200182,241,160
36.23,A,20200187,241,160
36.23,A,20200199,241,160
36.23,A,20200209,241,160
36.23,A,20200212,241,160
36.23,A,20200213,241,160
36.23,A,20200214,241,160
36.23,A,20200216,241,160
36.23,A,20200220,241,160
36.23,A,20200221,241,160
36.23,A,20200230,241,160
36.23,A,20200239,241,160
36.23,A,20200240,241,160
36.23,A,20200248,241,160
36.23,A,20200275,241,160
36.23,A,20200289,241,160
36.23,A,20200297,241,160
36.23,A,20200311,241,160
36.23,A,20200312,241,160
36.23,A,20200315,241,160
36.23,A,20200326,241,160
36.23,A,20200342,241,160
36.23,A,20200347,241,160
36.23,A,20200400,241,160
36.23,A,20200418,241,160
36.23,A,20200420,241,160
36.23,A,20200423,241,160
36.23,A,20200425,241,160
36.23,A,20200460,241,160
36.23,A,20200468,241,160
36.23,A,20200479,241,160
36.23,A,20200488,241,160
36.23,A,20200512,241,160
36.23,A,20200526,241,160
36.23,A,20200541,241,160
36.23,A,20200551,241,160
36.23,A,20200552,241,160
36.23,A,20200561,241,160
36.23,A,20200588,241,160
36.23,A,20200612,241,160
36.23,A,20200630,241,160
36.23,A,20200641,241,160
36.23,A,20200645,241,160
36.23,A,20200646,241,160
36.23,A,20200663,241,160
36.23,A,20200669,241,160
36.23,A,20200677,241,160
36.23,A,20200689,241,160
36.23,A,20200690,241,160
36.23,A,20200697,241,160
36.23,A,20200723,241,160
36.23,A,20200728,241,160
36.23,A,20200756,241,160
36.23,A,20200767,241,160
36.23,A,20200768,241,160
36.23,A,20200803,241,160
36.23,A,20200807,241,160
36.23,A,20200808,241,160
36.23,A,20200812,241,160
36.23,A,20200813,241,160
36.23,A,20200828,241,160
36.23,A,20200833,241,160
36.23,A,20200860,241,160
36.23,A,20200861,241,160
36.23,A,20200875,241,160
36.23,A,20200885,241,160
36.23,A,20210101,241,160
36.23,A,20210104,241,160
36.23,A,20210114,241,160
36.23,A,20210117,241,160
36.23,A,20210183,241,160
36.23,A,20210205,241,160
36.23,A,20210212,241,160
36.23,A,20210261,241,160
36.23,A,20210355,241,160
36.23,A,20210357,241,160
36.23,A,20210387,241,160
36.23,A,20210401,241,160
36.23,A,20210504,241,160
36.23,A,20210505,241,160
36.23,A,20210532,241,160
36.23,A,20210561,241,160
36.23,A,20210705,241,160
36.23,A,20210706,241,160
36.3, ,20140023,404,285
36.3, ,20140294,404,285
36.3, ,20140463,404,285
36.3, ,20150002,404,285
36.3, ,20150700,404,285
36.3, ,20160117,404,285
36.3, ,20160230,404,285
36.3, ,20160319,404,285
36.3, ,20160398,404,285
36.3, ,20160403,404,285
36.3, ,20160466,404,285
36.3, ,20160477,404,285
36.3, ,20160484,404,285
36.3, ,20160489,404,285
36.3, ,20160536,404,285
36.3, ,20160783,404,285
36.3, ,20160788,404,285
36.3, ,20160810,404,285
36.3, ,20170117,404,285
36.3, ,20170134,404,285
36.3, ,20170215,404,285
36.3, ,20170307,404,285
36.3, ,20170349,404,285
36.3, ,20170461,404,285
36.3, ,20170538,404,285
36.3, ,20170571,404,285
36.3, ,20170684,404,285
36.3, ,20170714,404,285
36.3, ,20170725,404,285
36.3, ,20170734,404,285
36.3, ,20170815,404,285
36.3, ,20170828,404,285
36.3, ,20170867,404,285
36.3, ,20170901,404,285
36.3, ,20180039,404,285
36.3, ,20180069,404,285
36.3, ,20180080,404,285
36.3, ,20180097,404,285
36.3, ,20180107,404,285
36.3, ,20180121,404,285
36.3, ,20180140,404,285
36.3, ,20180151,404,285
36.3, ,20180155,404,285
36.3, ,20180183,404,285
36.3, ,20180203,404,285
36.3, ,20180204,404,285
36.3, ,20180209,404,285
36.3, ,20180210,404,285
36.3, ,20180264,404,285
36.3, ,20180363,404,285
36.3, ,20180372,404,285
36.3, ,20180396,404,285
36.3, ,20180402,404,285
36.3, ,20180409,404,285
36.3, ,20180412,404,285
36.3, ,20180426,404,285
36.3, ,20180480,404,285
36.3, ,20180502,404,285
36.3, ,20180510,404,285
36.3, ,20180514,404,285
36.3, ,20180517,404,285
36.3, ,20180527,404,285
36.3, ,20180528,404,285
36.3, ,20180535,404,285
36.3, ,20180575,404,285
36.3, ,20180587,404,285
36.3, ,20180623,404,285
36.3, ,20180672,404,285
36.3, ,20180798,404,285
36.3, ,20180813,404,285
36.3, ,20180823,404,285
36.3, ,20180833,404,285
36.3, ,20180903,404,285
36.3, ,20180933,404,285
36.3, ,20180952,404,285
36.3, ,20190007,404,285
36.3, ,20190017,404,285
36.3, ,20190019,404,285
36.3, ,20190039,404,285
36.3, ,20190120,404,285
36.3, ,20190125,404,285
36.3, ,20190127,404,285
36.3, ,20190138,404,285
36.3, ,20190172,404,285
36.3, ,20190174,404,285
36.3, ,20190190,404,285
36.3, ,20190191,404,285
36.3, ,20190199,404,285
36.3, ,20190208,404,285
36.3, ,20190218,404,285
36.3, ,20190241,404,285
36.3, ,20190243,404,285
36.3, ,20190244,404,285
36.3, ,20190247,404,285
36.3, ,20190250,404,285
36.3, ,20190256,404,285
36.3, ,20190258,404,285
36.3, ,20190270,404,285
36.3, ,20190294,404,285
36.3, ,20190347,404,285
36.3, ,20190387,404,285
36.3, ,20190411,404,285
36.3, ,20190418,404,285
36.3, ,20190451,404,285
36.3, ,20190458,404,285
36.3, ,20190462,404,285
36.3, ,20190463,404,285
36.3, ,20190465,404,285
36.3, ,20190496,404,285
36.3, ,20190505,404,285
36.3, ,20190522,404,285
36.3, ,20190523,404,285
36.3, ,20190540,404,285
36.3, ,20190547,404,285
36.3, ,20190568,404,285
36.3, ,20190584,404,285
36.3, ,20190601,404,285
36.3, ,20190677,404,285
36.3, ,20190682,404,285
36.3, ,20190709,404,285
36.3, ,20190733,404,285
36.3, ,20190754,404,285
36.3, ,20190755,404,285
36.3, ,20190758,404,285
36.3, ,20190761,404,285
36.3, ,20190775,404,285
36.3, ,20190790,404,285
36.3, ,20190793,404,285
36.3, ,20190801,404,285
36.3, ,20190815,404,285
36.3, ,20190821,404,285
36.3, ,20190824,404,285
36.3, ,20190826,404,285
36.3, ,20190834,404,285
36.3, ,20190835,404,285
36.3, ,20190865,404,285
36.3, ,20190870,404,285
36.3, ,20190874,404,285
36.3, ,20190884,404,285
36.3, ,20200006,404,285
36.3, ,20200010,404,285
36.3, ,20200025,404,285
36.3, ,20200026,404,285
36.3, ,20200037,404,285
36.3, ,20200043,404,285
36.3, ,20200057,404,285
36.3, ,20200062,404,285
36.3, ,20200067,404,285
36.3, ,20200072,404,285
36.3, ,20200081,404,285
36.3, ,20200096,404,285
36.3, ,20200105,404,285
36.3, ,20200106,404,285
36.3, ,20200107,404,285
36.3, ,20200138,404,285
36.3, ,20200140,404,285
36.3, ,20200145,404,285
36.3, ,20200146,404,285
36.3, ,20200159,404,285
36.3, ,20200164,404,285
36.3, ,20200172,404,285
36.3, ,20200176,404,285
36.3, ,20200213,404,285
36.3, ,20200216,404,285
36.3, ,20200218,404,285
36.3, ,20200230,404,285
36.3, ,20200231,404,285
36.3, ,20200233,404,285
36.3, ,20200235,404,285
36.3, ,20200244,404,285
36.3, ,20200248,404,285
36.3, ,20200277,404,285
36.3, ,20200282,404,285
36.3, ,20200289,404,285
36.3, ,20200292,404,285
36.3, ,20200301,404,285
36.3, ,20200307,404,285
36.3, ,20200312,404,285
36.3, ,20200315,404,285
36.3, ,20200322,404,285
36.3, ,20200326,404,285
36.3, ,20200337,404,285
36.3, ,20200342,404,285
36.3, ,20200352,404,285
36.3, ,20200355,404,285
36.3, ,20200364,404,285
36.3, ,20200366,404,285
36.3, ,20200376,404,285
36.3, ,20200384,404,285
36.3, ,20200394,404,285
36.3, ,20200412,404,285
36.3, ,20200416,404,285
36.3, ,20200420,404,285
36.3, ,20200423,404,285
36.3, ,20200426,404,285
36.3, ,20200427,404,285
36.3, ,20200429,404,285
36.3, ,20200443,404,285
36.3, ,20200444,404,285
36.3, ,20200445,404,285
36.3, ,20200448,404,285
36.3, ,20200460,404,285
36.3, ,20200479,404,285
36.3, ,20200488,404,285
36.3, ,20200493,404,285
36.3, ,20200494,404,285
36.3, ,20200502,404,285
36.3, ,20200512,404,285
36.3, ,20200513,404,285
36.3, ,20200529,404,285
36.3, ,20200535,404,285
36.3, ,20200539,404,285
36.3, ,20200551,404,285
36.3, ,20200552,404,285
36.3, ,20200561,404,285
36.3, ,20200569,404,285
36.3, ,20200580,404,285
36.3, ,20200588,404,285
36.3, ,20200605,404,285
36.3, ,20200608,404,285
36.3, ,20200612,404,285
36.3, ,20200614,404,285
36.3, ,20200616,404,285
36.3, ,20200628,404,285
36.3, ,20200637,404,285
36.3, ,20200641,404,285
36.3, ,20200642,404,285
36.3, ,20200646,404,285
36.3, ,20200647,404,285
36.3, ,20200665,404,285
36.3, ,20200666,404,285
36.3, ,20200669,404,285
36.3, ,20200673,404,285
36.3, ,20200677,404,285
36.3, ,20200686,404,285
36.3, ,20200688,404,285
36.3, ,20200689,404,285
36.3, ,20200697,404,285
36.3, ,20200700,404,285
36.3, ,20200705,404,285
36.3, ,20200707,404,285
36.3, ,20200709,404,285
36.3, ,20200722,404,285
36.3, ,20200723,404,285
36.3, ,20200728,404,285
36.3, ,20200741,404,285
36.3, ,20200743,404,285
36.3, ,20200797,404,285
36.3, ,20200800,404,285
36.3, ,20200803,404,285
36.3, ,20200804,404,285
36.3, ,20200808,404,285
36.3, ,20200809,404,285
36.3, ,20200816,404,285
36.3, ,20200817,404,285
36.3, ,20200822,404,285
36.3, ,20200844,404,285
36.3, ,20200849,404,285
36.3, ,20200859,404,285
36.3, ,20200861,404,285
36.3, ,20200865,404,285
36.3, ,20200883,404,285
36.3, ,20210101,404,285
36.3, ,20210104,404,285
36.3, ,20210114,404,285
36.3, ,20210144,404,285
36.3, ,20210163,404,285
36.3, ,20210219,404,285
36.3, ,20210220,404,285
36.3, ,20210261,404,285
36.3, ,20210337,404,285
36.3, ,20210346,404,285
36.3, ,20210355,404,285
36.3, ,20210357,404,285
36.3, ,20210401,404,285
36.3, ,20210418,404,285
36.3, ,20210422,404,285
36.3, ,20210423,404,285
36.3, ,20210505,404,285
36.3, ,20210514,404,285
36.3, ,20210549,404,285
36.3, ,20210565,404,285
36.3, ,20210652,404,285
36.3, ,20210665,404,285
36.3, ,20210690,404,285
36.311, ,20140023,123,100
36.311, ,20140105,123,100
36.311, ,20150444,123,100
36.311, ,20150734,123,100
36.311, ,20150780,123,100
36.311, ,20160018,123,100
36.311, ,20160036,123,100
36.311, ,20160071,123,100
36.311, ,20160225,123,100
36.311, ,20160398,123,100
36.311, ,20160566,123,100
36.311, ,20160816,123,100
36.311, ,20170012,123,100
36.311, ,20170070,123,100
36.311, ,20170077,123,100
36.311, ,20170147,123,100
36.311, ,20170180,123,100
36.311, ,20170264,123,100
36.311, ,20170361,123,100
36.311, ,20170414,123,100
36.311, ,20170446,123,100
36.311, ,20170461,123,100
36.311, ,20170561,123,100
36.311, ,20170588,123,100
36.311, ,20170720,123,100
36.311, ,20170866,123,100
36.311, ,20180093,123,100
36.311, ,20180121,123,100
36.311, ,20180210,123,100
36.311, ,20180215,123,100
36.311, ,20180257,123,100
36.311, ,20180301,123,100
36.311, ,20180331,123,100
36.311, ,20180357,123,100
36.311, ,20180364,123,100
36.311, ,20180424,123,100
36.311, ,20180460,123,100
36.311, ,20180535,123,100
36.311, ,20180550,123,100
36.311, ,20180586,123,100
36.311, ,20180587,123,100
36.311, ,20180663,123,100
36.311, ,20180700,123,100
36.311, ,20180805,123,100
36.311, ,20180849,123,100
36.311, ,20180854,123,100
36.311, ,20180872,123,100
36.311, ,20180877,123,100
36.311, ,20180881,123,100
36.311, ,20180943,123,100
36.311, ,20180949,123,100
36.311, ,20180950,123,100
36.311, ,20190006,123,100
36.311, ,20190008,123,100
36.311, ,20190035,123,100
36.311, ,20190085,123,100
36.311, ,20190104,123,100
36.311, ,20190167,123,100
36.311, ,20190168,123,100
36.311, ,20190169,123,100
36.311, ,20190174,123,100
36.311, ,20190241,123,100
36.311, ,20190334,123,100
36.311, ,20190407,123,100
36.311, ,20190432,123,100
36.311, ,20190455,123,100
36.311, ,20190458,123,100
36.311, ,20190567,123,100
36.311, ,20190596,123,100
36.311, ,20190669,123,100
36.311, ,20190731,123,100
36.311, ,20190747,123,100
36.311, ,20190755,123,100
36.311, ,20190791,123,100
36.311, ,20190800,123,100
36.311, ,20190827,123,100
36.311, ,20200027,123,100
36.311, ,20200057,123,100
36.311, ,20200061,123,100
36.311, ,20200091,123,100
36.311, ,20200145,123,100
36.311, ,20200159,123,100
36.311, ,20200172,123,100
36.311, ,20200201,123,100
36.311, ,20200283,123,100
36.311, ,20200288,123,100
36.311, ,20200303,123,100
36.311, ,20200308,123,100
36.311, ,20200383,123,100
36.311, ,20200459,123,100
36.311, ,20200493,123,100
36.311, ,20200506,123,100
36.311, ,20200516,123,100
36.311, ,20200535,123,100
36.311, ,20200555,123,100
36.311, ,20200718,123,100
36.311, ,20200731,123,100
36.311, ,20200734,123,100
36.311, ,20200809,123,100
36.311, ,20200877,123,100
36.33, ,20140545,167,80
36.33, ,20150007,167,80
36.33, ,20150502,167,80
36.33, ,20150605,167,80
36.33, ,20150780,167,80
36.33, ,20160080,167,80
36.33, ,20160216,167,80
36.33, ,20160338,167,80
36.33, ,20160363,167,80
36.33, ,20160398,167,80
36.33, ,20160477,167,80
36.33, ,20160520,167,80
36.33, ,20160756,167,80
36.33, ,20160765,167,80
36.33, ,20170036,167,80
36.33, ,20170346,167,80
36.33, ,20170361,167,80
36.33, ,20170365,167,80
36.33, ,20170385,167,80
36.33, ,20170481,167,80
36.33, ,20170616,167,80
36.33, ,20170662,167,80
36.33, ,20170751,167,80
36.33, ,20170817,167,80
36.33, ,20170844,167,80
36.33, ,20170869,167,80
36.33, ,20170906,167,80
36.33, ,20180073,167,80
36.33, ,20180131,167,80
36.33, ,20180133,167,80
36.33, ,20180147,167,80
36.33, ,20180153,167,80
36.33, ,20180186,167,80
36.33, ,20180302,167,80
36.33, ,20180364,167,80
36.33, ,20180440,167,80
36.33, ,20180575,167,80
36.33, ,20180700,167,80
36.33, ,20180767,167,80
36.33, ,20180776,167,80
36.33, ,20180798,167,80
36.33, ,20180818,167,80
36.33, ,20180821,167,80
36.33, ,20180823,167,80
36.33, ,20180849,167,80
36.33, ,20180875,167,80
36.33, ,20180894,167,80
36.33, ,20180903,167,80
36.33, ,20190067,167,80
36.33, ,20190085,167,80
36.33, ,20190090,167,80
36.33, ,20190104,167,80
36.33, ,20190126,167,80
36.33, ,20190136,167,80
36.33, ,20190160,167,80
36.33, ,20190168,167,80
36.33, ,20190240,167,80
36.33, ,20190272,167,80
36.33, ,20190294,167,80
36.33, ,20190337,167,80
36.33, ,20190361,167,80
36.33, ,20190382,167,80
36.33, ,20190419,167,80
36.33, ,20190534,167,80
36.33, ,20190553,167,80
36.33, ,20190561,167,80
36.33, ,20190564,167,80
36.33, ,20190591,167,80
36.33, ,20190632,167,80
36.33, ,20190644,167,80
36.33, ,20190649,167,80
36.33, ,20190845,167,80
36.33, ,20200063,167,80
36.33, ,20200137,167,80
36.33, ,20200245,167,80
36.33, ,20200359,167,80
36.33, ,20200383,167,80
36.33, ,20200490,167,80
36.33, ,20200535,167,80
36.33, ,20200577,167,80
36.36, ,20140463,163,90
36.36, ,20150069,163,90
36.36, ,20150457,163,90
36.36, ,20150592,163,90
36.36, ,20150686,163,90
36.36, ,20150723,163,90
36.36, ,20160004,163,90
36.36, ,20160018,163,90
36.36, ,20160338,163,90
36.36, ,20160398,163,90
36.36, ,20160536,163,90
36.36, ,20160709,163,90
36.36, ,20160775,163,90
36.36, ,20160794,163,90
36.36, ,20160810,163,90
36.36, ,20170047,163,90
36.36, ,20170070,163,90
36.36, ,20170077,163,90
36.36, ,20170092,163,90
36.36, ,20170100,163,90
36.36, ,20170204,163,90
36.36, ,20170259,163,90
36.36, ,20170432,163,90
36.36, ,20170536,163,90
36.36, ,20170571,163,90
36.36, ,20170715,163,90
36.36, ,20170716,163,90
36.36, ,20170798,163,90
36.36, ,20170817,163,90
36.36, ,20170828,163,90
36.36, ,20170881,163,90
36.36, ,20180050,163,90
36.36, ,20180133,163,90
36.36, ,20180140,163,90
36.36, ,20180169,163,90
36.36, ,20180350,163,90
36.36, ,20180392,163,90
36.36, ,20180412,163,90
36.36, ,20180475,163,90
36.36, ,20180525,163,90
36.36, ,20180529,163,90
36.36, ,20180566,163,90
36.36, ,20180606,163,90
36.36, ,20180621,163,90
36.36, ,20180630,163,90
36.36, ,20180697,163,90
36.36, ,20180787,163,90
36.36, ,20180799,163,90
36.36, ,20180805,163,90
36.36, ,20180825,163,90
36.36, ,20180848,163,90
36.36, ,20180849,163,90
36.36, ,20180877,163,90
36.36, ,20180900,163,90
36.36, ,20180903,163,90
36.36, ,20180934,163,90
36.36, ,20190008,163,90
36.36, ,20190052,163,90
36.36, ,20190065,163,90
36.36, ,20190104,163,90
36.36, ,20190189,163,90
36.36, ,20190223,163,90
36.36, ,20190240,163,90
36.36, ,20190242,163,90
36.36, ,20190281,163,90
36.36, ,20190442,163,90
36.36, ,20190531,163,90
36.36, ,20190574,163,90
36.36, ,20190625,163,90
36.36, ,20190700,163,90
36.36, ,20190740,163,90
36.36, ,20190788,163,90
36.36, ,20190790,163,90
36.36, ,20190847,163,90
36.36, ,20200182,163,90
36.36, ,20200201,163,90
36.36, ,20200209,163,90
36.36, ,20200308,163,90
36.36, ,20200344,163,90
36.36, ,20200366,163,90
36.36, ,20200460,163,90
36.36, ,20200494,163,90
36.36, ,20200516,163,90
36.36, ,20200568,163,90
36.36, ,20200641,163,90
36.36, ,20200723,163,90
36.36, ,20200734,163,90
36.36, ,20200803,163,90
36.36, ,20200883,163,90
36.36, ,20210584,163,90
36.376, ,20120355,327,300
36.376, ,20130358,327,300
36.376, ,20130455,327,300
36.376, ,20140150,327,300
36.376, ,20140287,327,300
36.376, ,20140679,327,300
36.376, ,20150280,327,300
36.376, ,20150290,327,300
36.376, ,20150304,327,300
36.376, ,20150444,327,300
36.376, ,20150502,327,300
36.376, ,20150507,327,300
36.376, ,20150536,327,300
36.376, ,20150627,327,300
36.376, ,20150645,327,300
36.376, ,20150686,327,300
36.376, ,20150753,327,300
36.376, ,20150780,327,300
36.376, ,20150793,327,300
36.376, ,20150843,327,300
36.376, ,20160004,327,300
36.376, ,20160019,327,300
36.376, ,20160051,327,300
36.376, ,20160076,327,300
36.376, ,20160080,327,300
36.376, ,20160135,327,300
36.376, ,20160216,327,300
36.376, ,20160230,327,300
36.376, ,20160293,327,300
36.376, ,20160495,327,300
36.376, ,20160566,327,300
36.376, ,20160630,327,300
36.376, ,20160631,327,300
36.376, ,20160646,327,300
36.376, ,20160671,327,300
36.376, ,20160756,327,300
36.376, ,20160757,327,300
36.376, ,20160783,327,300
36.376, ,20160816,327,300
36.376, ,20160826,327,300
36.376, ,20170036,327,300
36.376, ,20170047,327,300
36.376, ,20170060,327,300
36.376, ,20170076,327,300
36.376, ,20170077,327,300
36.376, ,20170100,327,300
36.376, ,20170144,327,300
36.376, ,20170155,327,300
36.376, ,20170156,327,300
36.376, ,20170157,327,300
36.376, ,20170191,327,300
36.376, ,20170197,327,300
36.376, ,20170214,327,300
36.376, ,20170215,327,300
36.376, ,20170222,327,300
36.376, ,20170264,327,300
36.376, ,20170275,327,300
36.376, ,20170317,327,300
36.376, ,20170325,327,300
36.376, ,20170346,327,300
36.376, ,20170378,327,300
36.376, ,20170385,327,300
36.376, ,20170428,327,300
36.376, ,20170432,327,300
36.376, ,20170438,327,300
36.376, ,20170442,327,300
36.376, ,20170480,327,300
36.376, ,20170481,327,300
36.376, ,20170525,327,300
36.376, ,20170571,327,300
36.376, ,20170573,327,300
36.376, ,20170595,327,300
36.376, ,20170640,327,300
36.376, ,20170684,327,300
36.376, ,20170745,327,300
36.376, ,20170772,327,300
36.376, ,20170782,327,300
36.376, ,20170789,327,300
36.376, ,20170795,327,300
36.376, ,20170843,327,300
36.376, ,20170873,327,300
36.376, ,20170879,327,300
36.376, ,20170880,327,300
36.376, ,20170881,327,300
36.376, ,20170907,327,300
36.376, ,20180050,327,300
36.376, ,20180052,327,300
36.376, ,20180054,327,300
36.376, ,20180061,327,300
36.376, ,20180080,327,300
36.376, ,20180100,327,300
36.376, ,20180109,327,300
36.376, ,20180111,327,300
36.376, ,20180133,327,300
36.376, ,20180140,327,300
36.376, ,20180147,327,300
36.376, ,20180148,327,300
36.376, ,20180153,327,300
36.376, ,20180162,327,300
36.376, ,20180169,327,300
36.376, ,20180186,327,300
36.376, ,20180200,327,300
36.376, ,20180203,327,300
36.376, ,20180209,327,300
36.376, ,20180269,327,300
36.376, ,20180301,327,300
36.376, ,20180302,327,300
36.376, ,20180312,327,300
36.376, ,20180319,327,300
36.376, ,20180332,327,300
36.376, ,20180333,327,300
36.376, ,20180337,327,300
36.376, ,20180350,327,300
36.376, ,20180357,327,300
36.376, ,20180364,327,300
36.376, ,20180372,327,300
36.376, ,20180424,327,300
36.376, ,20180452,327,300
36.376, ,20180492,327,300
36.376, ,20180493,327,300
36.376, ,20180516,327,300
36.376, ,20180525,327,300
36.376, ,20180529,327,300
36.376, ,20180530,327,300
36.376, ,20180582,327,300
36.376, ,20180586,327,300
36.376, ,20180606,327,300
36.376, ,20180634,327,300
36.376, ,20180650,327,300
36.376, ,20180672,327,300
36.376, ,20180697,327,300
36.376, ,20180702,327,300
36.376, ,20180730,327,300
36.376, ,20180735,327,300
36.376, ,20180749,327,300
36.376, ,20180756,327,300
36.376, ,20180804,327,300
36.376, ,20180805,327,300
36.376, ,20180818,327,300
36.376, ,20180821,327,300
36.376, ,20180824,327,300
36.376, ,20180830,327,300
36.376, ,20180833,327,300
36.376, ,20180841,327,300
36.376, ,20180854,327,300
36.376, ,20180867,327,300
36.376, ,20180894,327,300
36.376, ,20180900,327,300
36.376, ,20180903,327,300
36.376, ,20180933,327,300
36.376, ,20180934,327,300
36.376, ,20180943,327,300
36.376, ,20180948,327,300
36.376, ,20180949,327,300
36.376, ,20180952,327,300
36.376, ,20190008,327,300
36.376, ,20190011,327,300
36.376, ,20190017,327,300
36.376, ,20190033,327,300
36.376, ,20190035,327,300
36.376, ,20190047,327,300
36.376, ,20190063,327,300
36.376, ,20190067,327,300
36.376, ,20190085,327,300
36.376, ,20190090,327,300
36.376, ,20190100,327,300
36.376, ,20190116,327,300
36.376, ,20190120,327,300
36.376, ,20190156,327,300
36.376, ,20190158,327,300
36.376, ,20190168,327,300
36.376, ,20190185,327,300
36.376, ,20190241,327,300
36.376, ,20190247,327,300
36.376, ,20190252,327,300
36.376, ,20190270,327,300
36.376, ,20190281,327,300
36.376, ,20190287,327,300
36.376, ,20190289,327,300
36.376, ,20190337,327,300
